ETS2
PPP3CA
PPP3CB
PPP3CC
PPP3R1
PPP3PR2
PPP3R2
CALM1
CALM2
CALM3
GSK3A
GSK3B
ITPR1
ITPR2
ITPR3
MAPK8
MAPK9
MAPK10
NFATC1
NFATC3
NFATC2
NFATC4
NFAT5
TUBA1A
TUBA1B
TUBA1C
TUBA3C
TUBA3D
TUBA3E
TUBA4A
TUBA8
JUNB
FGF2
MMP1
MMP3
PRKCA
PRKCB
PRKCE
PRKCG
PRKCZ
PRKCH
PRKCQ
PRKCI
RHOA
ROCK1
ROCK2
SMURF1
TAB2
MAPK6
MAPK4
MDM2
EGFR
ERBB2
ERBB3
ERBB4
FGFR1
FGFR2
FGFR3
FGFR4
FLT3
FLT4
PDGFRA
PDGFRB
RTKN
SNAI1
CDH1
HDAC2
AXIN1
APC
CTNNA1
CTNNA2
CTNNA3
CTNND1
CTNND2
PARD6A
PARD6B
PARD6G
CSNK2A1
CSNK2A3
WNT1
WNT2
WNT2B
WNT3
WNT3A
WNT4
WNT5A
WNT5B
WNT6
WNT7A
WNT7B
WNT8A
WNT8B
WNT9A
WNT9B
WNT10A
WNT10B
WNT11
WNT16
WNT5A-AS1
FZD1
FZD2
FZD3
FZD4
FZD5
FZD6
FZD7
FZD8
FZD9
GNA11
GNA12
GNA13
GNA14
GNA15
GNB1
GNB2
GNB3
GNB4
GNB
GNB5
GNG2
GNG3
GNG4
GNG5
GNG7
GNG8
GNG10
GNG11
GNG12
GNG13
GNG
GNGT1
LRP5
LRP6
AXIN2
TAB1
HIPK2
HSPA1A
HSPA1B
HSPA1L
ANAPC2
CUL1
SKP1
MAP3K5
BID
CSNK1E
CSNK2A2
CSE1L
CASP8
DAXX
DYRK1A
HUWE1
PIN1
PRKACA
PRKACB
PRKACG
PRKAA1
PRKAA2
PRKAB1
PRKAB2
PRKAG1
PRKAG2
PRKAG3
PRKAR1A
PRKAR1B
PRKAR2A
PRKAR2B
PML
GNB2L1
RPS6KA1
RPS6KA3
RPS6KA2
RPS6KA6
RPS6KA4
PIM1
RPS6KA5
MAP3K7
ADCY1
ADCY2
ADCY3
ADCY4
ADCY5
ADCY6
ADCY7
ADCY8
ADCY9
ADCY10
HDAC1
HDAC3
HDAC4
HDAC5
HDAC6
HDAC7
HDAC8
HDAC10
HDAC11
PIAS1
CASPASE3
CASP3
ARRB1
ARRB2
CSNK1A1
CSNK1D
CSNK1G1
CSNK1G2
CSNK1G3
UBA1
UBA2
UBA5
UBA6
UBA7
UBA3
UBE2A
UBE2B
UBE2C
UBE2D1
UBE2D2
UBE2D3
UBE2E1
UBE2E2
UBE2G1
UBE2G2
UBE2H
UBE2I
UBE2J1
UBE2J2
UBE2K
UBE2L3
UBE2L4
UBE2L6
UBE2M
UBE2N
UBE2O
UBE2Q1
UBE2Q2
UBE2R2
UBE2S
UBE2Z
PPP2R1A
PPP2R1B
SDC4
XPO1
PPP2R2A
PPP2R2B
PPP2R2C
PPP2R2D
PPP2R3A
PPP2R3B
PPP2R3C
PPP2R4
PPP2R5A
PPP2R5B
PPP2R5C
PPP2R5D
PPP2R5E
AP2A1
AP2A2
AP2B1
AP2M1
AP2S1
ATP6V0C
ATP6V0D1
ATP6VOC
ATP6V0D2
CTGF
CSNK2B
CSKN2B
CTHRC1
CAPN1
CAPN2
CAPN3
CAPN5
CAPN6
CAPN7
CAPN8
CAPN9
CAPN10
CAPN11
CAPN12
CAPN13
CAPN14
SOLH
CAPNS1
CAPNS2
DAAM1
DACT1
DVL1
DVL2
DVL3
GNAS
HBEGF
LGR5
MINK1
F2R
PIP5KIC
PIP5K1C
PLCB1
PLCB2
PLCB3
PLCB4
SH3RF1
PRICKLE1
ATP6AP2
ATP6AP1
RGS3
ROR2
RSPO1
RSPO2
RSPO3
RSPO4
SEC24B
ADAM17
F2
VANGL2
VANGL1
ARHGEF19
PIK3R5
PIK3CB
PIK3CG
FBXO32
CABIN1
CASR
CAST
DYRK1B
DYRK2
DYRK3
DYRK4
HOMER3
IQGAP2
IQGAP3
KPNB1
LRRK2
MEF2A
MEF2B
MEF2C
MEF2D
RCAN1
RCAN2
RCAN3
TNPO1
ESR1
ESR2
FOXA1
FOXA2
FOXA3
GATA2
GATA3
GATA4
GATA5
GATA6
PARP1
PARP2
PARP3
PARP4
PARP6
TIPARP
PARP8
PARP9
PARP10
PARP11
PARP12
PARP14
PARP15
PARP16
UBE21
MSH6
AMER2
DLG1
DLG2
DLG3
DLG4
DLG5
MAPRE1
MAPRE2
MAPRE3
HSPA8
DNAJA3
PPP2CA
PPP2CB
IL2
CDK4
NF-_KAPPA_B
EREG
GPC6
NRON
MAX
BARD1
BIRC5
ACAD9
AIFM1
ATP5A1
ATP5B
ATP5C1
ATP5D
ATP5E
ATP5F1
ATP5G1
ATP5G2
ATP5G3
ATP5H
ATP5I
ATP5J
ATP5J2
ATP5L
ATP5O
ATP5S
ATPAF1
ATPAF2
COX17
COX4I1
COX4I2
COX5A
COX5B
COX6A1
COX6A2
COX6B1
COX6B2
COX6C
COX7A1
COX7A2
COX7A2L
COX7B
COX7B2
COX7C
COX8A
COX8C
CYC1
CYCS
ECSIT
GBP2
GBP5
LONP1
MT-ATP6
MT-ATP8
MT-CO1
MT-CO2
MT-CO3
MT-CYB
MT-ND1
MT-ND2
MT-ND3
MT-ND4
MT-ND4L
MT-ND5
MT-ND6
MTERFD3
NDUFA1
NDUFA10
NDUFA11
NDUFA12
NDUFA13
NDUFA2
NDUFA3
NDUFA4
NDUFA5
NDUFA6
NDUFA7
NDUFA8
NDUFA9
NDUFAB1
NDUFAF1
NDUFAF2
NDUFB1
NDUFB10
NDUFB11
NDUFB2
NDUFB3
NDUFB4
NDUFB5
NDUFB6
NDUFB7
NDUFB8
NDUFB9
NDUFC1
NDUFC2
NDUFS1
NDUFS2
NDUFS3
NDUFS4
NDUFS5
NDUFS6
NDUFS7
NDUFS8
NDUFV1
NDUFV2
NDUFV3
POLRMT
PYCARD
SCO1
SCO2
SURF1
TACO1
TFB1M
TFB2M
TMEM70
UQCR10
UQCRB
UQCRC1
UQCR11
UQCRC2
UQCRFS1
UQCRH
UQCRQ
MT-RNR2
ICAM1
CCL17
CCL2
CCL22
CCL3
CCL5
CCL7
CXCL10
CXCL12
CXCL2
CXCR4
IL1R1
IL1RAP
MMP10
PTGER2
KITLG
KIT
CXCR2
CXCR1
IL18
CX3CR1
C5
CCL18
CCL19
CCL24
CCL4
CCR2
CCR5
CCR7
CX3CL1
CXCL16
FN1
IL18R1
IL18RAP
LTF
P2RY2
PTGER4
S100A8
S100A9
CLL4
TNFSF10
CFLAR
IKBKG
TRAF2
FADD
RIPK1
TRADD
CUL3
GALNT14
MLKL
RIPK3
TNFAIP3
TNFRSF10A
TNFRSF10B
TNFRSF10C
TNFRSF10D
TNFRSF11B
CSK
PTPN11
PTPN6
ABL1
NCOR1
ALOX15
DUSP1
HMOX1
PPARG
TBL1X
TBL1XR1
CREBBP
TBX21
ETS1
SP1
HLX
IRF1
IRF3
IRF5
IRF8
IRF9
NFKBIZ
SPI1
TBK1
MIR132
MIR200A
MIR212
MIR125B1
WRN
PCNA
FEN1
LIG1
APEX1
APEX2
CDK5
GADD45A
LIG3
MBD4
MLH1
MPG
MSH2
MUTYH
NEDD4
NEIL1
NEIL2
NEIL3
NTHL1
OGG1
PARG
PNKP
POLB
POLD1
POLD2
POLD3
POLD4
POLE
POLE2
POLE3
POLE4
RAD23A
RAD23B
RECQL5
RFC1
RFC2
RFC3
RFC4
RFC5
SMUG
TDG
TDP1
UNG
XPC
ERCC5
XRCC1
CXCL8
GRB2
MAP2K4
PLCG1
NCK1
SOS1
SOS2
LIMK1
CFL1
ACTR2
ACTR3
ARPC2
ARPC3
ARPC4
ARPC5
BCL10
CARD11
CD28
CRADD
FLNA
FYB1
GAB2
GNLY
GRAP
GRAP2
GZMA
GZMB
GZMH
GZMK
GZMM
IKBKB
IL22
IL2RA
IL5
ITK
LAT
LCP2
MALT1
MAP3K1
MAP3K14
MAP4K3
MLST8
MTOR
MYH9
PAK1
PIP5K1A
PIP5K1B
AKT1S1
PRF1
PXN
RAC2
RALBP1
RASGRP1
RELA
RELB
RHEB
SIVA1
STK39
TEC
TNF
TRAF6
TRIP10
TSC1
TSC2
TUBGCP2
TUBGCP3
TUBGCP4
TUBGCP5
TUBGCP6
VAV1
WASF2
WAS
WIPF1
PIK3CA
PIK3CD
VAV2
VAV3
TXK
NCK2
DNM2
GADD45B
GADD45G
MAP3K4
MAP2K3
MAP2K6
DTX1
ERG2
CBLB
DUSP14
TAB3
CBLC
CBL
M6PR
RAB27A
UNC13D
STXBP2
SNAP23
CDC42
FMNL1
DIAPH1
PTPN12
PSTPIP1
CCND2
CDKN1B
RICTOR
PRR5
MAPKAP1
IL1B
BCL2L11
BCL2A1
ILL22
CD14
CD33
CD34
CEACAM8
FUT4
GLS
GLUL
DHODH
GLS2
GLUD1
GLUD2
PGAM5
PPAT
PRPS1
PRPS1L1
PRPS2
PYGL
RPIA
SLC1A5
SLC38A3
SLC38A5
RPA1
RPA2
RPA3
CDK7
CETN2
CHTF18
ERCC8
ERCC6
CUL4A
CUL4B
DDB1
DDB2
MNAT1
NEDD8
POLK
GTF2H1
GTF2H2
GTF2H3
GTF2H4
GTF2H5
XAB2
XPA
ERCC3
ERCC2
CDK1
CDC25B
CDC25C
CCNB1
WEE1
CDH5
PPP1CA
PPP1CB
PPP1CC
CDH3
CDH4
L1CAM
LEF1
TCF4
TCF3
FRAT1
CHUK
NME1
NME2
ARF6
CTC1
TEN1
ATM
ATR
ATRIP
MCPH1
CAND1
CHEK1
CHEK2
CLSPN
H2AFX
TELO2
HUS1
MDC1
MRE11A
RE11B
NBN
PPP5C
RAD1
RAD17
RAD50
RAD9A
RAD9B
RAD21
SKP2
SMC1A
SMC1B
SMC3
STAG1
STAG2
STAG3
TIMELESS
TIPIN
BTRC
FBXW11
CD247
LYN
CRP
FCAR
FCER1G
FGR
HCK
CDKN2A
PRKDC
XRCC6
TAF5L
KAT2B
KAT2A
EP300
RNF8
TP53BP1
ACSS2
APBB1
BAZ1B
BRCC3
CAB39
CASP2
DFFA
DFFB
ENDOG
EYA1
EYA3
FAM175A
GABPA
HIST2H2AC
PIDD
NRF1
PPARGC1A
PPIA
PPM1D
RNF168
SIRT1
SMARCA5
STK11
STRADA
UIMC1
USP3
NKRF
IGF2
IGF1R
HGF
MET
EGF
FGF3
FKBP1A
FRS2
GLI1
GLI2
GLI3
IHH
IRS1
LAP
PTCH1
PTCH2
SHH
SMO
SMURF2
WNT7
ZFYVE9
MIR21
MIR211
ARNT
CASP9
RPTOR
BIRC2
CA9
PKM
CDKN1A
CTBP1
CDK6
CCND1
E2F1
TIMP3
KLF8
CTBP2
FAS
MXD1
TP73
ALAS1
ALDOA
ATG10
ATG12
ATG2
ATG5
ATG9A
BACH1
BCL2L2
BECN1
BIK
BMF
CITED2
DRAM1
E2F2
E2F3
EGR2
ELK1
ENO1
ESRRA
FAF1
FASLG
FBXO45
FUBP1
GAPDH
HIF1AN
HRK
IGFBP1
KCNIP3
MAFG
MAFK
MLX
MLXIP
MXI1
NOTCH1
NFE2L2
NPM1
NPM2
NPM3
PDCD4
PDK1
PDK3
PFKFB4
PFKM
PGK1
PHLDA3
PRDX2
RUNX3
SART1
SESN1
SESN2
TPI1
TRIP12
ULK1
ULK2
UVRAG
YY1
CASP7
FYN
B2M
CD2
CD44
CD48
CD58
CD6
CD86
CTLA4
LCK
PTPRC
SKAP1
SPN
TLN1
TRAT1
ZAP70
BIRC3
CIAPIN1
XIAP
ITCH
BAG4
CYLD
DAB2IP
FLAD1
NSMAF
PPP6C
RFK
RNF11
SMPD1
TAX1BP1
TNFRSF1A
XAF1
DCLRE1C
XRCC5
LIG4
POLM
PTTG1
NHEJ1
XRCC4
APLF
SLC2A1
WASF1
ANAPC1
ANAPC10
ANAPC11
CDC26
CDC27
ANAPC4
ANAPC5
CDC16
ANAPC7
CDC23
ALDOB
ALDOC
ANAPC13
ENO2
ENO3
FBP1
FBP2
FZR1
G6PD
GAPDHS
GCK
GPI
GYS1
H6PD
HK3
LDHA
LDHB
LDHC
ME1
PFKP
PFKL
PFKFB1
PFKFB2
PFKFB3
PGAM1
PGAM2
PGAM4
PGD
PGK2
PGLS
PGM1
PGM2
PGM3
PGM5
PKLR
RPE
SLC2A2
SLC2A3
SLC2A4
STX4
STXBP4
TALDO1
C12orf5
TKT
TKTL2
TKTL1
TXNIP
VAMP2
HK2
YAP1
PLK1
PLK2
PLK3
PLK4
AURKA
CREB3
CREB5
RBBP8
PKMYT1
RAD51
RAD51L1
RAD51C
RAD51L3
SIAH1
SIAH2
TOPBP1
CDC14A
CDC20
FBXO5
RPS6KB1
RPS6KB2
ACHE
AFP
AK1
AK2
AMBRA1
ANP32A
SLC25A4
SLC25A5
SLC25A6
APAF1
APIP
AVEN
BCL2L12
BIRC6
BIRC7
C1QBP
CISH
CTSB
CUL2
CASP6
DIABLO
DUSP16
DUSP6
DUSP10
DYNLL1
DYNLL2
FKBP8
G0S2
GCLC
GCLM
GLRX
GSPT1
HAX1
LAMTOR5
HIP1
HSPB1
HTRA2
HTT
IFT57
LMNA
MAP2K7
MCL1
NAIP
NDRG1
NMT1
NOD1
NR4A1
PIK3C3
PIM2
PIM3
PMAIP1
PPID
PTMA
RNF41
TCEB1
TCEB2
TCEB3
TMBIM6
TXN
USP9X
VDAC1
VDAC2
VDAC3
ABR
LAMA1
LAMA2
BDH1
CYBA
GPT2
HMGCS2
NDUFA4L2
NOX4
POLDIP2
MIR424
JAG1
NUMB
PSEN1
NOTCH2
NOTCH3
NOTCH4
DLL1
IGF1
PDGFB
ITGAV
ITGB1
ITGB3
CRK
THBS2
ITGA5
LIMK2
LTA
ARHGAP35
CDC42EP3
FGF1
FGF4
FGF7
ITGA1
ITGA11
ITGA2
ITGA3
ITGB5
ITGB6
MMP13
MMP14
MMP2
MMP7
MMP9
MYL12A
TIMP1
TIMP2
ARF1
EZR
JAM2
KRT8
PTP4A3
VIM
SNAI2
ZEB1
ZEB2
TWIST1
TWIST2
LMO2
SMAD1
CRB3
OCLN
CLDN7
F11R
TJP3
GJB3
CLDN4
DSP
PKP3
MPP5
INADL
CASK
LIN7C
C16orf70
MPDZ
ITGA2B
ITGA4
ITGA6
ITGA7
ITGA8
ITGA9
ITGA10
ITGAD
ITGAE
ITGAL
ITGAM
ITGAX
ITGB2
ITGB4
ITGB7
ITGB8
SMAD5
SMAD6
SMAD9
FURIN
CXADR
TJP1
TJP2
CLDN3
CDKN2B
CCNE1
CDK2
ZBTB17
COL1A2
EMILIN1
SIX1
CDKN1C
KRT14
KRT18
KRT19
PROK1
BMI1
TGFA
EZH2
PARD3
PAK2
PAK3
WASL
CDC42BPA
MAP3K11
PAK4
CDC42EP2
CDC42SE1
CYFIP2
BAIAP2
ARFIP2
MCF2L
NCKAP1
ARHGAP1
ARHGAP9
ARHGAP12
ARHGAP24
SRGAP3
BCR
RACGAP1
ARHGAP32
CHN2
ARHGDIA
ARHGDIB
CASP1
ARHGEF2
ARHGEF4
CD3D
CD19
TIAM1
MCF2
ECT2
TNK2
PGGT1B
ARHGDIG
BNIP2
DLC1
ARHGAP5
ARHGAP31
ARHGAP17
FGD1
DOCK6
DOCK9
DOCK11
FGD4
SPATA13
DEF6
ARHGEF3
ARHGEF10L
RHPN2
PKN1
PLCE1
DIAPH3
RHOB
ARHGEF1
PLD1
RAP1GDS1
NGEF
EPHA2
ARHGEF12
PTK6
MYO9B
ARHGAP26
JAM3
CLDN1
CLDN2
CLDN5
CLDN8
CLDN14
CLDN16
CLDN19
CLDN18
WNK4
MTDH
GJA1
GJA3
GJA4
GJA5
GJA8
GJB1
GJB2
GJC1
GJD2
JUP
PKP4
DSG2
COL4A1
COL2A1
LAMA4
LAMA5
MMP15
MMP16
PKP2
COL1A1
COL5A1
COL6A3
COL6A2
FBLN2
FBLN1
MLLT4
CGN
MYH1
PVRL1
TSPAN3
CLDN11
GJB5
CCND3
RDX
MSN
DIAPH2
RHPN1
MAP3K10
ACTG1
DSTN
LAMA3
LAMB1
LAMB2
LAMB3
LAMB4
LAMC1
LAMC2
LAMC3
COL4A2
COL4A3
COL4A4
COL4A5
COL4A6
MMP12
TLN2
ACTN1
ACTN2
ACTN4
MYH2
MYH3
MYH4
MYH6
MYH7
MYH7B
MYH8
MYH10
MYH11
MYH13
MYH14
MYH15
MYL1
MYL2
MYL3
MYL4
MYL5
MYL6
MYL6B
MYL7
MYL10
MYL12B
MYLPF
MYLL1
NISCH
PTK2B
DOCK1
BCAR1
ZYX
DSC2
PKP1
DSC1
DSC3
DSG1
DSG3
KRT5
KRT1
SIN3A
SOX2
COPS2
FOXC2
EDNRA
ID2
HMGA2
ATF3
MIB2
NEURL
ADAM10
NCOR2
CIR1
HEY1
HEY2
RUNX2
EZH1
PDGFA
PDGFC
PDGFD
FGF6
FGF8
FGF9
FGF10
FGF16
FGF19
COL3A1
EPHB2
GSN
NLK
MYB
CTSD
CEBP
ARF3
ARF4
ARF5
TERT
FOXO4
FOXO6
MIR106B
MIR192
MIR34A
MIR34B
MIR34C
MIR200C
MIR429
MIR1-1
MIR449A
MIR302C
MIR93
MIR25
MSH3
RAD52
SLX1A
BTBD12
RASA2
RASA3
RASA4
KRAS
NRAS
FHL2
CARD8
GRK1
GRK4
GRK5
GRK6
GRK7
ADRBK1
ADRBK2
PCBD2
HNF1A
HNF1B
TCFL5
TCF7
TCF7L1
TCF7L2
GCFC2
NFE2L1
TCF12
TEAD1
TEAD4
HNF4A
TCF15
ZNF354A
TCF19
TCF20
TCF21
TCF23
TCF24
TCF25
UBE3A
UBE3B
UBE3C
UBE3D
PIK3R1
PIK3R2
PIK3R3
CDC34
DYNC2H1
KIF3A
KIF3B
AKAP1
AKAP2
AKAP3
AKAP4
AKAP5
AKAP6
AKAP7
AKAP8
AKAP9
AKAP10
AKAP12
AKA13
AKAP14
AKAP17A
SAE1
BOC
CDON
CCNB2
CCNB3
DYNC1H1
GAS1
GAS2
GAS5
GAS6
GAS7
GAS8
GPC1
GPC2
GPC3
GPC4
GPC5
GNAI1
GNAI2
GNAI3
HHIP
IFT122
IFT140
KIF7
RAB23
STIL
SUFU
TULP3
ULK3
WDR19
CDK8
CCNC
STK36
HAT1
KCTD21
KCTD6
MED12
MED13
MYCN
KCTD11
SAP18
SKI
SPOP
FES
PREX1
PREX2
FOXP3
MIR17HG
ARC
FOXE1
FOXF1
FOXL1
FOXM1
FOXQ1
IGFBP6
IL1R2
JAG2
MIR29B1
MIR29B*1
MIR29B2
MIR29B*2
MMP11
NKX2-2
PAX6
PAX9
S100A7
SFRP1
TBX2
FUS
MIR19A
MIR18A
MIR19B1
MIR92A1
FAP
IRAK1
IRAK4
LIF
LIFR
MYD88
OSM
PLAU
PLAUR
PLG
RBCK1
RNF31
SHARPIN
TRAF1
CCL20
CLCF1
CXCL1
CXCL11
CXCL14
CXCL5
CXCL6
CXCL7
CXCL9
IDO1
IL11
IL15
IL17A
IL32
PTGS2
TSLP
KIFAP3
CALR
C3
C4B
CR1
HAVCR1
LRP1
MBL2
MERTK
MFGE8
P2RX7
PROS1
STAB2
TIMD4
TUMOR_DNA
ACLY
ACO1
ACO2
ACSS1
ATPIF1
BNIP3L
CS
DLAT
DLD
DLST
FH
GPT
IDH2
IDH3B
IDH3G
MDH1
ME3
OGDH
PARK2
PDHA1
PDHA2
PDK2
PDK4
PDP1
CASC5
PINK1
PRDX3
SDHA
SDHAF1
SDHAF2
SDHB
SDHC
SDHD
SHC1
SLC25A1
SLC25A10
SLC25A11
SRXN1
SUCLG1
SUCLG2
TXN2
TXNRD2
UCP1
UCP2
UCP3
SLC25A27
SLC25A14
SLC25A47
CREB1
DEPTOR
GAB1
RCHY1
CCNE2
EIF4EBP1
ATG13
EIF4B
NOS1
NOS2
NOS3
RB1CC1
DCAF4
DCAF5
DCAF6
DCAF7
DCAF8
DCAF10
DCAF11
DCAF12
DCAF13
DCAF15
DCAF16
DCAF17
DEK
EIF3A
EIF3B
EIF3C
EIF3D
EIF3E
EIF3F
EIF3G
EIF3H
EIF3I
EIF3J
EIF3K
EIF3L
EIF3M
EIF4A1
EIF4A2
EIF4A3
EIF4E1B
EIF4E2
EIF4E3
EIF4G1
EIF4G2
EIF4G3
FBXW5
FBXW7
FRK
HERC1
PABPC1
PABPC3
PABP5
MYCBP2
PHLPP1
PHLPP2
ALYREF
RNPS1
RPS6
SGK1
INPP5D
POLDIP3
SRRM1
RBM8A
BCOR
RNF7
DTL
CKS1B
USP7
IKBKE
IPO4
IPO5
IPO7
IPO8
IPO9
IPO11
IPO13
UHMK1
RNF123
UBAC1
BCL6
CDKN2D
NGF
AATF
APH1A
APH1B
APPL2
DAPK1
DCC
NGFR
NLRP1
NTN1
PPPR1B
PRKD1
UNC5A
UNC5B
CDC25A
CDC45
CDC6
CDC7
CDT1
CCNA1
CCNH
DBF4
E2F4
E2F5
GINS1
GINS2
GINS3
GINS4
MCM2
MCM3
MCM4
MCM5
MCM6
MCM7
ORC1L
ORC2L
ORC3L
ORC4L
ORC5L
ORC6L
POLA1
POLA2
PRIM1
PRIM2
RBL1
PVR
ICAM2
ICAM3
PVRL2
VCAM1
ENPP3
TNFSF8
LTBP1
HMGB1
AIM2
GSDMD
IL1A
NLRC4
NLRP3
TRPC1
EXO1
DNA2
SHFM1
GEN1
RAD54B
RAD54L
RMI1
SFPQ
SMC5
SMC6
XRCC2
XRCC3
ACTA2
ACTG2
PPP1R12A
ANPEP
MME
PECAM1
ACACA
ATG14
ATG16L1
ATG16L2
ATG3
ATG7
ATG9B
BNIP3
CAMKK2
DDIT4
FTH1
FTL
GABARAPL1
KIAA0226
NAA10
NUDT5
NUDT9
PIK3R4
SNAP29
STX17
VAMP3
VAMP8
WASH1
WIPF2
WISP1
POLI
RAD18
SHPRH
UBE2V2
CCDC88A
EGR1
RAB21
SPP1
WWTR1
BLVRA
EGLN2
FECH
GPX1
GPX2
GPX4
GSR
GSS
ING4
KEAP1
NOX1
CYBB
NOX3
NOX5
OS9
PRDX1
TRIT1
TXNRD1
VHL
TRU-TCA1-1
CD163
CD209
CD68
FCER2
MRC1
MRC2
DPP4
EMILIN2
HAS2
LOX
LOXL1
LOXL2
POSTN
CD40
CD1A
CD1C
CD8A
CLEC4C
LILRB4
LY75
THBD
SPHK1
SPHK2
ACER1
ACER2
ACER3
ALOX12
ALOX12B
ALOX15B
ALOX5
ALOXE3
B4GALT6
FAIM
GUCY1A2
GUCY1A3
GUCY1B3
NCF1
NCF2
NFKBIA
NOXA1
NOXO1
PLA2G4A
PLA2G4C
PRKG1
PTPN13
SMPD2
SMPD3
SMPD4
UGCG
CKMT1A
CKMT1B
CKMT2
HK1
TSPO
MLH3
PMS1
PMS2
ANGPT1
ADM
CTSG
ELANE
MMP19
MMP25
MMP8
MPP6
TYMP
CNN1
CSPG4
CYR61
EDN1
HSF1
PALLD
S100A4
SATB2
TAGLN2
THY1
TNC
MIR221
KIR2DL1
KIR2DL3
KIR2DL4
KLRB1
NCAM1
ALKBH2
ALKBH3
MGMT
CDKN2C
CSF2
MICA
MICB
ACACB
FASN
IDH1
SOCS1
CSF2RA
FLT3LG
IFNAR1
IFNAR2
IL12RB1
IL12RB2
IL15RA
IL21
IL21R
IL2RB
IRAK2
LY96
PTPN2
SOCS2
STAT4
TICAM1
TIRAP
TLR2
TLR4
TRAF3
ALAD
ALAS2
CPOX
CTSL1
CTSL2
CTSL3P
CTSS
HCCS
HMBS
NME3
NME4
NME5
NME6
NME7
PDHB
PDHX
PPOX
RRM1
RRM2
RRM2B
UROD
UROS
ARG1
ARG2
MAOA
NCF4
ATF4
ATF6
ATP2A1
ATP2A2
ATP2A3
ATXN3
BFAR
CEACAM20
CRELD2
DERL3
DNAJB11
DRL1
DRL2
EDEM1
EIF2S1
EIF2S2
EIF2S3
ERO1A
FAR1
GALNT3
H2AFB1
H2AFB2
H2AFB3
H2AFJ
H2AFV
H2AFY
H2AFY2
H2AFZ
MANF
NFKB2
PDIA4
PDIA6
PIGA
REL
RING2
RYR1
RYR2
RYR3
SDF2L1
SEC61A1
SEC61A2
SEC61B
SEC61G
SEL1L
SIGMAR1
SYVN1
TMBIM3
TRIB3
TRIM13
VIMP
XBP1
MIR455
MIR30C2
SYNV1
CCL28
IL7
COX10
COX15
CCS
SOD1
IREB2
CD226
CD244
CD27
CD40LG
CD70
HHLA2
ICOS
ICOSLG
TMIGD2
TNFRSF18
TNFRSF4
TNFRSF9
TNFSF18
TNFSF4
TNFSF9
CRTAM
CADM1
SRC
SCRIB
TNFSF14
TFRC
ACSF2
CARS
NQO1
SLC11A2
SLC40A1
SLC7A11
STEAP3
ADORA2A
BTLA
CD101
CD160
CD200
CD200R1
CD96
HAVCR2
LAG3
LGALS9
NECTIN2
PAG1
PDCD1
PVRIG
TIGIT
SH2D2A
IFR9
KLRG1
STAT2
NECTIN1
NECTIN3
CEACAM1
BAG6
PKA1_R
VSIR
IGSF11
CK2
ATF2
BRAF
DDIT3
DUSP5
ERN1
GPR1
GPR3
GPR4
GPR6
GPR12
GPR15
GPR17
GPR18
GPR19
GPR20
BRAP
KSR1
LAMTOR2
MAP3K2
MAP3K3
MAPKAPK2
MAPKAPK3
MAPKAPK5
LAMTOR3
PKD1
IL17RD
SPRY1
SPRY2
SHOC2
TAOK1
TAOK2
TAOK3
TNFRSF1B
PERP
SYK
CRKL
RAP1A
CYTH1
IRAK3
